Capacitance,Inductance,Resonance Frequency
1.13E-15,7.90427E-09,53253717129
8.72E-16,7.75794E-09,61191150024
9.90E-16,9.58762E-09,51659127554
1.24E-15,9.65402E-09,45999721175
1.88E-15,9.82821E-09,37025766674
8.74E-16,7.80523E-09,60935673839
1.07E-15,7.77683E-09,55173057809
6.77E-16,8.41358E-09,66686111128
9.61E-16,8.10398E-09,57030777980
9.25E-16,7.71874E-09,59562911533
1.14E-15,8.90381E-09,49955084615
1.03E-15,8.13127E-09,54994891562
7.78E-16,8.49395E-09,61912074547
7.09E-16,9.14969E-09,62487606329
5.01E-16,9.78411E-09,71885382922
9.27E-16,7.7856E-09,59242613547
1.20E-15,8.74086E-09,49141962718
1.11E-15,8.41367E-09,52079396713
8.71E-16,8.33256E-09,59077463920
8.61E-16,9.16624E-09,56653008912
5.02E-16,9.22151E-09,73971964944
5.87E-16,8.56532E-09,70978889225
1.09E-15,8.55072E-09,52132150155
1.03E-15,8.57262E-09,53560524396
1.05E-15,8.2115E-09,54201881816
1.44E-15,8.12367E-09,46533191817
9.33E-16,9.56594E-09,53274016181
6.55E-16,9.44336E-09,63993538465
1.06E-15,8.86289E-09,51925355004
7.93E-16,7.83126E-09,63865707355
7.14E-16,8.33326E-09,65247446363
1.06E-15,8.02498E-09,54568900695
1.24E-15,8.03265E-09,50428934999
8.27E-16,7.83597E-09,62520272503
5.61E-16,8.8456E-09,71445512720
9.68E-16,1.03636E-08,50248855272
1.00E-15,8.60878E-09,54243692448
9.30E-16,8.11074E-09,57949342293
1.02E-15,7.80478E-09,56407869856
1.52E-15,8.68046E-09,43815412880
9.59E-16,8.95468E-09,54310737687
1.05E-15,8.048E-09,54749683493
1.25E-15,7.89843E-09,50651791697
1.01E-15,8.30169E-09,54963743479
9.63E-16,8.07772E-09,57064034916
9.50E-16,8.50832E-09,55980452489
6.86E-16,1.04933E-08,59319997666
7.69E-16,7.81145E-09,64936829014
8.94E-16,1.04907E-08,51969594116
8.86E-16,7.93206E-09,60035781865
1.17E-15,1.00154E-08,46493501105
6.02E-16,8.3509E-09,70983141469
8.15E-16,7.96546E-09,62464877679
1.16E-15,1.04932E-08,45618127900
8.02E-16,9.77366E-09,56846580543
8.07E-16,9.52274E-09,57411949431
1.70E-15,9.77957E-09,39033354872
8.33E-16,7.99574E-09,61669199341
1.14E-15,9.79514E-09,47628000270
1.49E-15,9.47359E-09,42361349687
1.10E-15,8.81718E-09,51104485354
8.62E-16,9.25803E-09,56338751181
1.39E-15,9.2273E-09,44440143302
7.89E-16,8.02341E-09,63256051358
5.26E-16,8.05847E-09,77303798857
8.88E-16,7.97767E-09,59796467753
7.78E-16,1.04113E-08,55921494057
1.11E-15,8.18545E-09,52800427101
1.02E-15,9.66532E-09,50688794691
9.60E-16,8.12896E-09,56972719387
6.28E-16,8.51693E-09,68817463985
6.49E-16,9.18534E-09,65185359573
9.90E-16,8.09457E-09,56221910520
7.16E-16,8.53986E-09,64363284368
1.15E-15,9.66448E-09,47739942374
5.94E-16,1.07067E-08,63109998858
8.87E-16,8.46474E-09,58083336409
1.12E-15,9.6833E-09,48328072124
7.35E-16,9.85781E-09,59127054838
8.53E-16,9.743E-09,55207650304
1.11E-15,8.21047E-09,52719916427
1.00E-15,1.063E-08,48815004006
2.07E-15,1.0026E-08,34935888105
8.69E-16,7.90617E-09,60719372782
7.56E-16,9.32469E-09,59943488411
1.06E-15,8.62846E-09,52626037106
1.04E-15,8.02358E-09,55095927461
1.29E-15,8.07776E-09,49303738172
1.13E-15,9.33657E-09,48999005875
1.02E-15,8.672E-09,53513139107
1.12E-15,8.4457E-09,51747964233
9.51E-16,7.85513E-09,58230842290
7.19E-16,1.05847E-08,57692204367
1.12E-15,7.88568E-09,53553966519
1.37E-15,8.29391E-09,47215029336
4.95E-16,7.90954E-09,80434416915
1.00E-15,1.00717E-08,50149671974
1.05E-15,7.84361E-09,55458417502
7.99E-16,7.79012E-09,63793231585
1.01E-15,8.02043E-09,55919159235
8.14E-16,9.25654E-09,57980719657
1.32E-15,8.6845E-09,47006804288
3.01E-16,8.72999E-09,98181576865
1.35E-15,7.82281E-09,48974716015
5.31E-16,8.92371E-09,73113953337
1.07E-15,9.55867E-09,49765623025
7.40E-16,9.52222E-09,59956350776
1.70E-15,1.05531E-08,37575603144
1.07E-15,8.1391E-09,53931181576
1.51E-15,9.85352E-09,41260643945
8.75E-16,8.36912E-09,58813397823
6.90E-16,8.24748E-09,66716764814
9.89E-16,9.05916E-09,53171394076
9.93E-16,8.74302E-09,54015061124
7.56E-16,8.19273E-09,63950645904
7.05E-16,8.67645E-09,64350886248
1.19E-15,8.34413E-09,50507533240
6.03E-16,1.05253E-08,63174902123
1.07E-15,1.0474E-08,47541408450
1.49E-15,9.06414E-09,43307564937
1.11E-15,9.25682E-09,49650957752
7.50E-16,9.18556E-09,60636857015
8.84E-16,8.34839E-09,58585845601
1.53E-15,8.5781E-09,43931779860
9.52E-16,8.48163E-09,56009539882
9.51E-16,8.82003E-09,54953445522
1.01E-15,7.93038E-09,56235750699
8.90E-16,9.99616E-09,53359106074
1.01E-15,9.02271E-09,52721898982
9.08E-16,9.2154E-09,55019926718
9.82E-16,9.73095E-09,51485719364
9.76E-16,8.04382E-09,56802068178
1.13E-15,9.71226E-09,48041965553
1.05E-15,7.87869E-09,55334809178
1.43E-15,8.22469E-09,46407940204
4.95E-16,8.56958E-09,77274788576
8.70E-16,8.75429E-09,57670020524
9.59E-16,9.18024E-09,53639402097
9.77E-16,9.95499E-09,51033150747
1.02E-15,8.50829E-09,54025518651
9.23E-16,1.07295E-08,50574190742
1.57E-15,1.068E-08,38867310689
6.53E-16,8.92346E-09,65932093184
6.64E-16,1.07009E-08,59707077947
1.44E-15,7.91159E-09,47152741010
4.29E-16,8.13557E-09,85191761116
9.86E-16,8.97208E-09,53510011980
6.27E-16,8.65738E-09,68311403796
8.78E-16,9.31371E-09,55655948477
6.28E-16,8.58313E-09,68551562172
6.16E-16,1.00658E-08,63915373215
7.49E-16,8.33862E-09,63684246972
9.03E-16,1.05265E-08,51621944626
7.54E-16,8.23451E-09,63872742108
1.55E-15,1.1128E-08,38321800339
9.29E-16,1.07357E-08,50396179714
1.55E-15,1.00595E-08,40305616834
1.51E-15,8.64636E-09,44046871122
8.50E-16,8.36208E-09,59697139235
5.77E-16,1.06201E-08,64293556283
1.66E-15,1.03083E-08,38474448615
6.59E-16,9.31919E-09,64222650728
1.58E-15,9.54665E-09,40979455550
1.34E-15,8.43568E-09,47337759502
5.82E-16,1.04841E-08,64430722456
7.67E-16,8.07438E-09,63954016927
5.65E-16,8.33282E-09,73349981758
8.87E-16,8.10665E-09,59352300079
9.25E-16,8.08284E-09,58205946443
1.00E-15,8.94052E-09,53227822972
1.17E-15,8.12422E-09,51622175530
9.82E-16,8.79135E-09,54167211631
8.64E-16,9.53607E-09,55447062066
8.93E-16,9.0938E-09,55849800237
8.20E-16,8.38112E-09,60710281410
1.35E-15,9.20179E-09,45156176626
5.07E-16,8.42079E-09,77026409754
8.37E-16,1.02268E-08,54398484300
1.52E-15,8.57569E-09,44082253786
1.09E-15,1.07197E-08,46560207652
9.62E-16,9.73369E-09,52010828750
1.07E-15,8.37224E-09,53174983354
9.90E-16,8.00468E-09,56536694384
1.18E-15,9.09064E-09,48593917773
8.83E-16,7.92051E-09,60181510205
1.46E-15,8.78366E-09,44443266767
9.23E-16,8.42008E-09,57090163918
7.64E-16,1.10653E-08,54738303738
1.49E-15,9.82418E-09,41598604119
1.20E-15,7.88604E-09,51736852531
9.15E-16,8.6511E-09,56568389157
1.23E-15,8.66221E-09,48758810821
1.47E-15,1.06775E-08,40172375168
1.09E-15,8.28111E-09,52973984941
8.35E-16,8.0173E-09,61512414268
6.25E-16,1.01783E-08,63101754929
1.68E-15,9.28912E-09,40288233888
8.75E-16,8.88584E-09,57077755305
1.03E-15,1.04514E-08,48508013980
1.12E-15,8.96482E-09,50227348941
9.62E-16,9.75811E-09,51945721261
7.81E-16,8.41077E-09,62097869061
6.76E-16,9.27081E-09,63575238382
7.50E-16,1.05202E-08,56660081669
9.29E-16,1.04697E-08,51032337581
9.17E-16,9.53898E-09,53812653568
7.99E-16,9.20431E-09,58688237372
9.34E-16,8.198E-09,57516523551
1.24E-15,9.65342E-09,46001155462
9.02E-16,9.68235E-09,53855054309
9.61E-16,8.44433E-09,55869627894
9.29E-16,9.07158E-09,54824003778
1.34E-15,8.24431E-09,47884024494
1.04E-15,8.46237E-09,53648469594
9.54E-16,8.3659E-09,56336484068
8.78E-16,8.58482E-09,57970528228
4.47E-16,8.29039E-09,82675869056
8.32E-16,8.24018E-09,60784100254
1.16E-15,1.02148E-08,46235577082
5.09E-16,8.26769E-09,77583453905
1.09E-15,1.03227E-08,47447178295
1.10E-15,8.58814E-09,51781453177
9.58E-16,8.31296E-09,56397463102
1.19E-15,8.05468E-09,51407021543
1.38E-15,8.46522E-09,46565186673
6.68E-16,8.34459E-09,67410798424
1.36E-15,1.09624E-08,41218958148
1.23E-15,9.12565E-09,47504601759
1.44E-15,8.79152E-09,44730833818
6.43E-16,8.08386E-09,69808008242
9.90E-16,8.73105E-09,54133898780
8.60E-16,9.16024E-09,56704490099
1.20E-15,9.33031E-09,47564331454
8.98E-16,1.0858E-08,50968992224
6.08E-16,9.32398E-09,66844797388
1.28E-15,1.01754E-08,44100029957
1.30E-15,9.05963E-09,46375997473
5.41E-16,1.01748E-08,67835842100
1.38E-15,9.05651E-09,45019447018
1.27E-15,8.12845E-09,49535266892
8.46E-16,9.30281E-09,56731970406
5.85E-16,8.70542E-09,70525682680
6.05E-16,8.04884E-09,72123327016
1.57E-15,1.1103E-08,38119834895
1.05E-15,1.03154E-08,48359501780
1.33E-15,1.00788E-08,43469979523
9.32E-16,8.1283E-09,57824562355
9.07E-16,8.27333E-09,58100007155
6.39E-16,9.00665E-09,66341916458
1.54E-15,8.73159E-09,43402346447
1.01E-15,9.36916E-09,51737936810
9.64E-16,8.06229E-09,57088994158
7.36E-16,8.72973E-09,62788594056
6.66E-16,9.15998E-09,64437067255
1.19E-15,1.0531E-08,44958544977
9.04E-16,7.98166E-09,59250111396
1.00E-15,8.80935E-09,53622642661
1.22E-15,9.04772E-09,47903874125
1.51E-15,9.30917E-09,42449850883
9.59E-16,9.03194E-09,54077973505
9.12E-16,9.98036E-09,52753301496
7.16E-16,8.88321E-09,63107156213
1.39E-15,1.01174E-08,42440269728
7.31E-16,7.96118E-09,65973979979
8.06E-16,8.19439E-09,61929022669
1.27E-15,1.06201E-08,43336487290
7.06E-16,8.77412E-09,63946401260
1.20E-15,9.66224E-09,46740208923
1.19E-15,8.21217E-09,50911701260
9.90E-16,9.55415E-09,51749533882
1.09E-15,1.11677E-08,45616845625
9.84E-16,1.06862E-08,49080803605
9.35E-16,1.03518E-08,51157262966
8.16E-16,9.01454E-09,58681764285
1.25E-15,8.72057E-09,48205068846
9.71E-16,8.50632E-09,55378311752
6.02E-16,1.01492E-08,64388308871
1.03E-15,8.52712E-09,53703227067
1.00E-15,9.80881E-09,50817333726
1.51E-15,8.2287E-09,45150867225
9.91E-16,1.04946E-08,49351609811
1.06E-15,8.86827E-09,51909617205
1.01E-15,8.97536E-09,52860769288
1.06E-15,7.97778E-09,54730077975
1.06E-15,8.54295E-09,52888734770
1.03E-15,8.33068E-09,54332693710
7.42E-16,9.57413E-09,59712945372
8.44E-16,1.07281E-08,52891768712
9.33E-16,8.78883E-09,55579395110
1.52E-15,9.93375E-09,40958273981
4.64E-16,1.06953E-08,71443943702
8.25E-16,8.62108E-09,59677735010
1.30E-15,8.05135E-09,49194216744
7.33E-16,8.14674E-09,65129259335
1.60E-15,1.05751E-08,38691751532
1.08E-15,9.02969E-09,50964970708
8.67E-16,8.29381E-09,59351757324
9.70E-16,8.55585E-09,55246244694
9.53E-16,9.03936E-09,54225657549
1.11E-15,7.97603E-09,53489088816
1.41E-15,9.23434E-09,44107013281
1.26E-15,8.52648E-09,48556786467
8.78E-16,8.87733E-09,57007455276
8.38E-16,9.57209E-09,56194622747
1.01E-15,9.28276E-09,51978166912
1.59E-15,8.15901E-09,44187836933
3.96E-16,8.57211E-09,86383065799
6.35E-16,9.56876E-09,64566223357
1.05E-15,9.06635E-09,51583313371
7.33E-16,8.30726E-09,64496974681
5.51E-16,9.39251E-09,69960590099
1.14E-15,8.81151E-09,50216048615
5.18E-16,9.16473E-09,73045833496
1.06E-15,9.02655E-09,51452472607
5.88E-16,9.1187E-09,68732971996
1.63E-15,8.71435E-09,42228804080
1.11E-15,9.65755E-09,48609952295
7.67E-16,9.5572E-09,58783713424
1.18E-15,8.75168E-09,49526009666
7.37E-16,8.24586E-09,64560731936
7.66E-16,9.14976E-09,60117509117
8.61E-16,1.02444E-08,53588943295
1.10E-15,1.11268E-08,45492450723
1.02E-15,8.37784E-09,54444487189
6.32E-16,8.53011E-09,68546334215
9.23E-16,1.04734E-08,51188798747
1.30E-15,8.10226E-09,49039411797
8.05E-16,1.07703E-08,54051587261
7.45E-16,8.56539E-09,63004053335
1.17E-15,8.69784E-09,49890923721
1.27E-15,8.69521E-09,47893693348
1.00E-15,8.24203E-09,55437427626
1.79E-15,9.13971E-09,39348419891
1.17E-15,9.88587E-09,46797196415
1.72E-15,8.68544E-09,41177497433
1.05E-15,8.23033E-09,54139819920
1.40E-15,9.5694E-09,43482421988
8.04E-16,8.09597E-09,62381763173
1.17E-15,1.02638E-08,45927533345
1.34E-15,8.30174E-09,47718117094
8.93E-16,1.0606E-08,51715215103
1.57E-15,8.74438E-09,42954216334
1.13E-15,9.20563E-09,49346252168
9.38E-16,8.43411E-09,56584723179
9.46E-16,9.49569E-09,53102056741
3.57E-16,8.09298E-09,93633627779
9.01E-16,8.38475E-09,57904551487
8.15E-16,8.97114E-09,58859631428
9.13E-16,8.03154E-09,58774000975
1.29E-15,1.03687E-08,43517461159
1.31E-15,8.23432E-09,48458574327
7.53E-16,8.14376E-09,64270271784
1.09E-15,1.0045E-08,48098542987
1.07E-15,8.29076E-09,53435656405
1.09E-15,8.03964E-09,53763617098
1.13E-15,9.32715E-09,49023739246
1.29E-15,9.86347E-09,44618036175
6.73E-16,9.26333E-09,63742490316
8.72E-16,1.02366E-08,53270073372
7.18E-16,8.83253E-09,63199755650
9.90E-16,1.09395E-08,48361892035
1.22E-15,9.54328E-09,46643523749
1.21E-15,9.10698E-09,47944664609
1.25E-15,8.31903E-09,49354731035
9.60E-16,1.1426E-08,48054886449
1.41E-15,8.55267E-09,45831039158
1.24E-15,8.1698E-09,50003856889
1.06E-15,9.3391E-09,50584164905
6.44E-16,8.55633E-09,67800571375
6.60E-16,8.48217E-09,67265837952
8.82E-16,8.41346E-09,58424977956
1.19E-15,8.52612E-09,49965577679
1.24E-15,8.28056E-09,49668318208
7.53E-16,1.11365E-08,54960289572
9.60E-16,8.58292E-09,55445590296
1.03E-15,8.40192E-09,54101858118
1.52E-15,9.47857E-09,41930199498
1.21E-15,9.45723E-09,47048459558
1.72E-15,1.08889E-08,36775982992
1.42E-15,9.94942E-09,42342562988
4.90E-16,8.64911E-09,77310113870
1.06E-15,8.18504E-09,54032709346
7.03E-16,8.95044E-09,63448354827
9.56E-16,8.9786E-09,54323394284
1.74E-15,8.04299E-09,42543853288
1.43E-15,9.88844E-09,42324153833
9.86E-16,9.40374E-09,52267457838
7.56E-16,8.09222E-09,64346577880
8.60E-16,1.02545E-08,53593820193
9.15E-16,8.73768E-09,56287443048
1.08E-15,8.95929E-09,51164808747
7.90E-16,9.44306E-09,58270694774
9.90E-16,9.0034E-09,53308842096
5.45E-16,1.02652E-08,67288006410
6.79E-16,1.05335E-08,59511084823
1.06E-15,1.0314E-08,48134159989
9.65E-16,8.0771E-09,57007069249
1.54E-15,8.47694E-09,44049410298
7.74E-16,1.13879E-08,53607819871
1.03E-15,8.14253E-09,54956836516
1.37E-15,1.11486E-08,40723893361
1.33E-15,8.10927E-09,48462227329
7.93E-16,9.87714E-09,56868004163
2.11E-15,1.01179E-08,34445577492
5.44E-16,8.77807E-09,72831814467
6.30E-16,8.20866E-09,69986416867
9.21E-16,9.30979E-09,54352617651
9.02E-16,8.87223E-09,56260084629
1.24E-15,9.03989E-09,47536546494
1.02E-15,1.11796E-08,47131133101
1.65E-15,8.42225E-09,42693723587
9.29E-16,9.06682E-09,54838411361
7.09E-16,1.05574E-08,58172646962
1.12E-15,8.38506E-09,51934752231
8.60E-16,9.09552E-09,56905880569
8.46E-16,8.90956E-09,57970485955
7.07E-16,8.271E-09,65815996967
1.24E-15,9.48297E-09,46412727382
1.11E-15,8.41836E-09,52064896062
1.03E-15,9.34234E-09,51306648885
1.09E-15,8.77258E-09,51468696218
1.21E-15,8.69163E-09,49076861208
1.47E-15,8.22032E-09,45784342412
7.45E-16,9.50263E-09,59816369503
8.57E-16,8.37527E-09,59406013025
1.20E-15,9.56238E-09,46983618743
1.39E-15,9.78123E-09,43163434512
9.16E-16,9.35623E-09,54365331762
6.83E-16,9.09204E-09,63867395701
7.15E-16,8.31974E-09,65254750866
9.61E-16,9.99397E-09,51355800166
6.80E-16,8.206E-09,67375197145
7.33E-16,8.25858E-09,64686784993
8.56E-16,9.4975E-09,55818566450
8.75E-16,8.30429E-09,59042503200
5.44E-16,8.73521E-09,73010281675
8.47E-16,1.00384E-08,54581690784
1.11E-15,9.21644E-09,49759623120
9.69E-16,8.59401E-09,55151895320
9.06E-16,1.03683E-08,51928157090
9.66E-16,1.03207E-08,50405361654
1.26E-15,1.0432E-08,43898614855
9.07E-16,9.99153E-09,52868918900
1.27E-15,1.03716E-08,43852620693
1.35E-15,8.26213E-09,47654852944
8.45E-16,1.07494E-08,52808061937
7.52E-16,8.49406E-09,62972890938
6.01E-16,8.69781E-09,69611017559
1.20E-15,1.06451E-08,44530107200
7.67E-16,8.62443E-09,61880982891
1.04E-15,1.0041E-08,49251032648
1.37E-15,1.05569E-08,41849561444
8.82E-16,8.86986E-09,56901998766
1.01E-15,9.82795E-09,50515877675
1.25E-15,9.51515E-09,46148463569
1.39E-15,8.40582E-09,46561038583
8.79E-16,8.47272E-09,58319573907
1.05E-15,8.18706E-09,54282704257
9.08E-16,8.61108E-09,56917851735
1.13E-15,9.72023E-09,48022257036
8.92E-16,9.88137E-09,53607935478
9.93E-16,1.00966E-08,50264020783
3.85E-16,8.43298E-09,88328157818
5.90E-16,9.06664E-09,68813076396
2.01E-15,8.97723E-09,37467164996
1.27E-15,8.88407E-09,47381881360
6.58E-16,8.19741E-09,68528133672
7.27E-16,8.24298E-09,65014603893
1.33E-15,9.98295E-09,43678207484
1.70E-15,8.4813E-09,41914506082
1.06E-15,1.01626E-08,48491499523
5.50E-16,8.77101E-09,72462620536
1.25E-15,9.36639E-09,46513509349
1.31E-15,8.17468E-09,48635027831
1.01E-15,9.15765E-09,52332022512
6.38E-16,1.09896E-08,60106173719
7.29E-16,8.2691E-09,64822700591
7.19E-16,1.12942E-08,55850702515
6.87E-16,9.00382E-09,63992401945
9.00E-16,8.31081E-09,58193850099
1.06E-15,1.14819E-08,45620514705
7.66E-16,1.06367E-08,55757471289
1.73E-15,8.83527E-09,40708698065
1.10E-15,8.20845E-09,52965513766
4.08E-16,9.38981E-09,81313332117
1.12E-15,8.21121E-09,52481647565
6.69E-16,8.76898E-09,65710153790
8.26E-16,9.71769E-09,56175712556
1.15E-15,1.06134E-08,45555933275
8.80E-16,8.76781E-09,57297170308
1.04E-15,9.52872E-09,50557560087
1.19E-15,8.96892E-09,48716553059
1.25E-15,1.12653E-08,42412433206
8.62E-16,9.73629E-09,54937608301
1.54E-15,8.76203E-09,43326884311
1.24E-15,8.45821E-09,49143954230
7.77E-16,8.30081E-09,62668495866
7.70E-16,9.29669E-09,59485436175
6.84E-16,9.92241E-09,61091880906
1.09E-15,9.06719E-09,50625634696
6.60E-16,9.82506E-09,62500082613
9.55E-16,8.66115E-09,55338909109
1.31E-15,9.90859E-09,44175206104
8.33E-16,8.93724E-09,58330532642
5.34E-16,9.21117E-09,71761594629
1.24E-15,8.35094E-09,49458570656
8.09E-16,1.15134E-08,52148780896
5.49E-16,8.50748E-09,73643330625
1.07E-15,9.20617E-09,50709438123
1.12E-15,8.34347E-09,52064037648
1.51E-15,8.68765E-09,43942061934
1.01E-15,9.56587E-09,51203202945
1.03E-15,9.1976E-09,51708782845
1.56E-15,1.09918E-08,38434720202
1.08E-15,9.26192E-09,50321979466
1.24E-15,9.28271E-09,46910704727
1.46E-15,9.40434E-09,42951629578
1.16E-15,8.41556E-09,50938894171
7.36E-16,1.02999E-08,57804884307
8.73E-16,8.34591E-09,58962539778
1.09E-15,1.04259E-08,47211828446
1.22E-15,9.12106E-09,47710885397
8.11E-16,8.51223E-09,60574237498
1.12E-15,8.551E-09,51428368326
5.99E-16,9.00565E-09,68525005302
1.00E-15,8.79508E-09,53666118003
1.08E-15,9.76397E-09,49011172196
1.27E-15,8.64659E-09,48028156972
7.12E-16,8.95028E-09,63046614973
1.42E-15,9.64979E-09,42994897562
7.56E-16,8.78257E-09,61765851655
1.11E-15,9.52402E-09,48949515199
5.07E-16,8.57879E-09,76313790880
9.56E-16,8.19838E-09,56849563537
1.14E-15,8.72856E-09,50454107330
7.98E-16,1.08674E-08,54045004604
1.04E-15,1.01172E-08,49065098947
1.17E-15,9.84297E-09,46899048820
8.48E-16,9.13575E-09,57180770772
5.17E-16,9.39291E-09,72222881804
1.34E-15,9.16084E-09,45425549496
6.30E-16,1.0157E-08,62916872498
1.30E-15,8.54078E-09,47763901914
1.08E-15,8.77542E-09,51698062225
1.05E-15,8.61047E-09,52931242925
5.42E-16,9.06225E-09,71812888966
7.20E-16,8.53425E-09,64205353344
1.32E-15,8.78714E-09,46731471871
7.25E-16,9.06021E-09,62098624729
1.33E-15,1.0205E-08,43200362145
1.13E-15,9.86087E-09,47678566845
8.98E-16,1.0524E-08,51771641519
8.54E-16,9.2195E-09,56720170114
8.60E-16,8.86738E-09,57633274856
6.13E-16,9.64493E-09,65454619233
8.16E-16,8.77111E-09,59490509931
1.00E-15,9.38993E-09,51938459010
8.53E-16,9.21239E-09,56775290624
1.17E-15,8.72076E-09,49825312083
7.80E-16,8.55014E-09,61629147387
1.04E-15,9.55478E-09,50488572097
9.45E-16,8.62705E-09,55740797550
1.21E-15,1.02817E-08,45122740478
1.25E-15,8.48748E-09,48862496532
1.02E-15,1.01554E-08,49450569853
9.72E-16,8.28524E-09,56083400149
9.60E-16,8.41257E-09,56004156483
1.04E-15,1.1266E-08,46496264435
1.03E-15,8.83743E-09,52751961651
7.29E-16,8.39433E-09,64337393878
1.43E-15,8.29812E-09,46202163352
1.93E-15,8.48586E-09,39327254039
5.01E-16,1.10355E-08,67687052640
9.67E-16,1.04533E-08,50058882936
1.01E-15,8.59192E-09,54027444618
9.24E-16,1.06946E-08,50629227795
1.31E-15,9.16911E-09,45922015690
9.38E-16,8.46559E-09,56479410756
5.66E-16,8.40197E-09,72982927910
1.40E-15,8.68401E-09,45645292099
8.54E-16,1.16869E-08,50378075223
1.27E-15,1.0071E-08,44502283636
8.61E-16,9.33464E-09,56139655275
1.26E-15,9.24413E-09,46633905619
1.34E-15,9.23925E-09,45232382883
5.64E-16,8.61825E-09,72188989543
1.24E-15,8.41489E-09,49270292135
7.00E-16,9.81825E-09,60709152258
7.45E-16,9.43198E-09,60039968166
5.40E-16,8.33635E-09,75012761938
6.04E-16,8.83196E-09,68908547263
1.03E-15,1.03562E-08,48730470207
1.34E-15,8.27389E-09,47798338965
1.35E-15,9.95121E-09,43422544851
1.27E-15,9.09245E-09,46835793463
7.17E-16,1.01053E-08,59126909455
8.17E-16,1.02512E-08,54994745029
1.43E-15,8.9828E-09,44406469267
1.11E-15,8.70444E-09,51202141606
1.23E-15,8.617E-09,48886566009
7.94E-16,1.0476E-08,55183777959
1.00E-15,1.07585E-08,48522535341
1.06E-15,1.16303E-08,45328589741
7.82E-16,1.01543E-08,56479547542
7.13E-16,8.26821E-09,65549536000
7.96E-16,8.68015E-09,60548029886
9.82E-16,1.15099E-08,47340003515
9.74E-16,9.55593E-09,52167989751
7.42E-16,8.80197E-09,62277096635
1.03E-15,1.02527E-08,48975990446
8.79E-16,9.03414E-09,56478384157
9.35E-16,9.58275E-09,53170314348
5.22E-16,1.04629E-08,68101904140
8.43E-16,9.74403E-09,55531204533
9.41E-16,8.51479E-09,56226147809
7.20E-16,1.10096E-08,56528679959
5.59E-16,9.20677E-09,70155322788
1.07E-15,1.05733E-08,47317681632
1.01E-15,1.06867E-08,48443677037
7.89E-16,8.62947E-09,60994345409
9.40E-16,9.69455E-09,52722066084
9.57E-16,8.47097E-09,55898180321
4.67E-16,9.83362E-09,74268538206
6.39E-16,8.56742E-09,68021263085
1.03E-15,8.60385E-09,53463231256
8.66E-16,8.36255E-09,59141422840
7.70E-16,9.81989E-09,57879056976
8.11E-16,8.90957E-09,59208133029
1.07E-15,8.63506E-09,52359518590
1.15E-15,1.02897E-08,46266758040
1.16E-15,1.0878E-08,44803881270
1.19E-15,9.82973E-09,46534588663
9.72E-16,8.60672E-09,55026042163
7.68E-16,9.37384E-09,59317206439
8.27E-16,1.07178E-08,53458317717
5.32E-16,1.05372E-08,67220421427
7.79E-16,8.94725E-09,60284642028
7.28E-16,9.11371E-09,61788388458
9.90E-16,9.76924E-09,51176684057
8.16E-16,9.55428E-09,57000154250
9.64E-16,8.93977E-09,54214870991
5.35E-16,9.77195E-09,69606967865
9.38E-16,9.71696E-09,52717351732
9.96E-16,1.12447E-08,47557258762
1.02E-15,8.97893E-09,52590544772
9.65E-16,1.00391E-08,51133996778
1.10E-15,9.07105E-09,50384262270
8.25E-16,8.49944E-09,60103246267
1.29E-15,9.13019E-09,46375149743
6.43E-16,9.57407E-09,64145534452
1.08E-15,1.08681E-08,46454870908
1.01E-15,9.85789E-09,50439122813
9.44E-16,8.73039E-09,55439253157
9.04E-16,1.14838E-08,49396201909
1.91E-15,1.03701E-08,35761147779
1.23E-15,8.40258E-09,49506399601
6.69E-16,8.48542E-09,66799056375
1.05E-15,1.12985E-08,46207770414
8.79E-16,8.34456E-09,58765715463
1.34E-15,8.38661E-09,47476040361
8.71E-16,1.02112E-08,53367104748
1.55E-15,9.22395E-09,42091647471
9.81E-16,9.2838E-09,52737891182
6.79E-16,9.17829E-09,63753535594
9.23E-16,1.06141E-08,50848508623
6.98E-16,1.0966E-08,57526480949
9.09E-16,9.70653E-09,53580419785
1.03E-15,9.48882E-09,50909107049
1.11E-15,9.28894E-09,49565057669
1.56E-15,8.96101E-09,42567625703
9.41E-16,8.5261E-09,56188842181
1.05E-15,1.0629E-08,47640878542
1.37E-15,1.05245E-08,41914009962
1.20E-15,1.04455E-08,44953544340
8.34E-16,1.08604E-08,52882783599
9.30E-16,9.91071E-09,52423528891
7.98E-16,9.36158E-09,58229633826
9.64E-16,8.35939E-09,56065323985
1.03E-15,8.40375E-09,54095988034
5.62E-16,8.33454E-09,73537885084
1.07E-15,8.31411E-09,53360546092
1.07E-15,1.13147E-08,45741142646
9.61E-16,9.1378E-09,53707831471
1.11E-15,8.9854E-09,50395276383
1.39E-15,1.00038E-08,42680537028
1.08E-15,8.48198E-09,52584731943
1.04E-15,9.97118E-09,49423125922
7.25E-16,9.65444E-09,60157211045
9.56E-16,8.39703E-09,56173093715
5.74E-16,1.10364E-08,63233843562
7.17E-16,9.29354E-09,61655221042
7.40E-16,1.03289E-08,57567464493
9.45E-16,9.12909E-09,54186421170
8.49E-16,1.06316E-08,52974410066
1.13E-15,8.68757E-09,50796249319
1.20E-15,9.66983E-09,46721849587
1.45E-15,1.12976E-08,39322672696
1.28E-15,8.56504E-09,48067387358
8.63E-16,9.39396E-09,55897256828
